"No.","Time","Source","Destination","Protocol","Length","Info"
"16655","80.821483537","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16656","80.821745622","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16657","80.821810592","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16658","80.822063393","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16659","80.822112258","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16660","80.822200792","10.0.2.15","192.114.46.177","UDP","79","52717  >  443 Len=37"
"16661","80.823577292","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16662","80.823663402","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16663","80.823898315","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16664","80.823985903","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16665","80.824326867","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16666","80.824510976","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16667","80.824687002","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16668","80.824821985","10.0.2.15","192.114.46.177","UDP","79","52717  >  443 Len=37"
"16669","80.824885844","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16670","80.824885936","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16671","80.825175752","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16672","80.825431084","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16673","80.825492562","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16674","80.825710715","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16675","80.825859680","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16676","80.826052982","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16677","80.826147911","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
